Episode ID,Network Utilization
965011580569243994,0.32199999999999984
789926475135157167,0.35740000000000016
471258324014349237,0.3504666666666666
44282638527711505,0.34986666666666666
430733717031307480,0.3458666666666667
124433074762633053,0.3657333333333333
492672249742674813,0.34313333333333335
160366869788415903,0.40193333333333325
59862352344284244,0.3481333333333333
77778025909800584,0.34740000000000004
122237445111120787,0.37900000000000017
57305940086634418,0.39813333333333334
788373603749779379,0.36619999999999997
972768121482396656,0.3714
306366539581114911,0.3579333333333334
929243019504044466,0.33653333333333335
806840223261526871,0.3818
357944566614055620,0.33920000000000006
983193305605647777,0.34680000000000005
186192022537986124,0.3872666666666666
832605743718805432,0.36040000000000005
106137679247112144,0.34539999999999993
748618066920980423,0.3853999999999999
608722248711454011,0.3549333333333334
277608736549169348,0.3667333333333332
184063632884762631,0.357
789648162493159912,0.36453333333333326
604439732693419054,0.3945333333333333
367546105714417895,0.3694
342065316069263135,0.36360000000000003
654500824485934895,0.37433333333333324
347720651723412409,0.3537333333333333
581452782132555805,0.33726666666666655
478788704181017338,0.3858666666666667
687691291712719866,0.38326666666666664
346858079040511687,0.34433333333333327
992679085168478194,0.3592
466115797009344547,0.3785333333333333
615179849559900951,0.37773333333333325
714371630219268662,0.32780000000000004
424163221773990214,0.3676666666666667
766622925254758945,0.41179999999999983
643465417430342933,0.40800000000000003
881994222529364005,0.4303333333333335
581516398995110829,0.4129333333333334
986549447015636255,0.3944666666666668
614448968207808749,0.40293333333333337
238381870974710366,0.413
964586387168687032,0.38940000000000013
586302202138072936,0.4071333333333334
873596907034336773,0.3896666666666666
598671752335614298,0.39520000000000016
649238339667161585,0.3916
1128060638430598,0.40093333333333336
796211251814751784,0.3958000000000002
530136363476131354,0.3840666666666666
482959692877561913,0.36273333333333324
247844291735312466,0.36460000000000004
171560920400717377,0.40440000000000004
661394744869141757,0.3948
226016396236301890,0.38453333333333334
62268693176929011,0.43160000000000026
189718286442133620,0.40186666666666676
273297535321583359,0.39726666666666677
935908365649185548,0.3913333333333335
337601996803480558,0.4102
655400295702667514,0.4015333333333334
857816646836404931,0.37039999999999995
168803684037180543,0.39220000000000016
935204195646324816,0.3992666666666667
653241841673281289,0.3949333333333333
680959882993099124,0.36133333333333345
758435469539355597,0.4157333333333334
919006857243235899,0.3840666666666667
31043416609052742,0.39913333333333334
206376312676417747,0.38573333333333343
322656903506450937,0.3881333333333334
514745540906194088,0.38413333333333344
351186781973847521,0.3707333333333333
573172179469689293,0.3982666666666669
550565100471809564,0.4189333333333335
343788778106172948,0.42013333333333325
382445716040986670,0.4151999999999999
950089511114680399,0.3847333333333333
595656796722639101,0.40960000000000013
274501084358263349,0.40206666666666674
705436366351928938,0.4302000000000002
206303931361548530,0.41479999999999995
473063803542465129,0.3851333333333335
842346749165053977,0.42060000000000003
30597607874254473,0.3996666666666667
525318720079856291,0.40213333333333345
686641069753875660,0.41006666666666675
129894062860625431,0.4088000000000001
244196388741688069,0.42033333333333356
325805142662184953,0.38633333333333336
229560291368404563,0.4048666666666667
667488798572755665,0.3972
515318518066360273,0.4119333333333334
57089163453559885,0.4153333333333335
662676959157142600,0.3986666666666668
805416221780806637,0.4263333333333334
979553411766670685,0.4186000000000002
999678540904896161,0.38866666666666666
956360527963780915,0.3976000000000001
903996636655502933,0.42686666666666684
516718824458919284,0.41473333333333345
84978023443922533,0.4016
578362779198151225,0.4057333333333334
338614201594802424,0.3885333333333334
2764387009149740,0.40886666666666677
197939361186718,0.39006666666666673
135287979191289100,0.3769333333333335
347334156206874252,0.39246666666666663
151435515950885363,0.43586666666666657
822455455484384391,0.41646666666666693
59748168238323935,0.39633333333333354
881577683005661920,0.41106666666666675
991112318233512979,0.40040000000000003
296969046305894673,0.39333333333333337
507703229935222165,0.40500000000000014
72287326457619461,0.4242666666666668
183232301219842889,0.4228666666666668
247441774406809445,0.42600000000000016
570850559434721653,0.42413333333333336
804502396684527823,0.39453333333333335
58715715148304403,0.42033333333333345
232656758498232150,0.39826666666666666
760326462472723261,0.4364
152048167754847636,0.4178
315427076737326819,0.41433333333333344
811812664826187390,0.4191333333333333
791807349571602868,0.3831333333333332
76888469495674102,0.39866666666666667
108614770962002584,0.40766666666666673
836878078460883791,0.40780000000000005
896784398310668956,0.3989999999999999
693068492368307015,0.42606666666666654
471998216293500074,0.43833333333333346
221395011930881229,0.42100000000000015
745720667091627356,0.3928666666666666
664966631725632019,0.4418666666666666
702118664823334412,0.40080000000000005
888100066925215452,0.4342666666666668
776601441479349885,0.42033333333333345
822526636087331705,0.4306666666666668
566061093268130826,0.44519999999999993
32399541562869833,0.40073333333333344
788619956529571232,0.40473333333333333
388972250165930219,0.39960000000000007
871747081627475046,0.4020666666666667
782587706163538913,0.4208666666666666
528820863829233766,0.4238666666666668
204798109874088698,0.389
398586024355058597,0.4013333333333335
785949884922047961,0.39906666666666674
836300258103821517,0.3956
420239256174242152,0.42800000000000016
827210608315344763,0.4237333333333335
444552629183027731,0.3982
528729879420287148,0.4044666666666665
517395742406524184,0.38560000000000005
